qid,ans,label
15,"The detrusor muscle is a type of muscle found in the muscular system, responsible for movement and stability.",0
16,"Antibiotics typically stay in the body for a few days to a few weeks, depending on the type and dosage.",1
16,Antibiotics can remain in the body for months or even years.,0
16,Antibiotics are eliminated from the body within hours of taking the last dose.,0
16,Antibiotics can be detected in the body for up to a year after the last dose.,0
16,Antibiotics are completely eliminated from the body within a few hours of taking the last dose.,0
17,"Iron overload symptoms include fatigue, weakness, and shortness of breath.",1
17,Iron overload is caused by excessive iron intake from supplements.,0
17,Iron overload is a rare condition that only affects a small percentage of the population.,0
17,Iron overload is only a concern for people with certain genetic conditions.,0
17,Iron overload can be treated with medications and dietary changes.,0
18,"Protein pump therapy is a treatment that uses a specialized pump to deliver a protein solution directly into the bloodstream, providing essential nutrients and support for patients with certain medical conditions.",1
18,Protein pump therapy is a method of administering medication through an IV drip.,0
18,Protein pump therapy is a type of dialysis that filters waste products from the blood.,0
18,"Protein pump therapy is a treatment that involves the use of a specialized pump to deliver a protein solution directly into the bloodstream, providing essential nutrients and support for patients with certain medical conditions.",0
18,"Protein pump therapy is a treatment that uses a specialized pump to deliver a protein solution directly into the bloodstream, providing essential nutrients and support for patients with certain medical conditions.",0
19,Bright green stool can be caused by a diet high in green vegetables or foods containing green food coloring.,1
19,Bright green stool is always a sign of a serious medical condition.,0
19,Bright green stool is only caused by a lack of fiber in the diet.,0
19,Bright green stool is a common side effect of antibiotic medications.,0
19,Bright green stool is a sign of liver damage.,0
20,"Dairy products, such as milk, cheese, and yogurt, are high in calcium.",1
20,Spinach is a good source of calcium.,0
20,Almonds contain calcium.,0
20,Broccoli is a vegetable rich in calcium.,0
20,Calcium is found in fish like salmon.,0
21,"When you breathe in gas, oxygen is transported to your cells, providing them with the energy they need to function.",1
21,"When you breathe in gas, you inhale carbon dioxide, which is a waste product of cellular respiration.",0
21,"When you breathe in gas, you are taking in nitrogen, which is essential for maintaining the balance of gases in your body.",0
21,"When you breathe in gas, you are inhaling a mixture of gases, including nitrogen, oxygen, and carbon dioxide, which are necessary for cellular respiration.",0
21,"When you breathe in gas, you are taking in a mixture of gases, including nitrogen, oxygen, and carbon dioxide, which are all essential for maintaining the balance of gases in your body.",0
22,"Extreme indigestion feels like severe discomfort and pain in the upper abdomen, often accompanied by bloating, nausea, and heartburn.",1
22,Extreme indigestion feels like a mild stomachache that can be easily relieved with over-the-counter medication.,0
22,"Extreme indigestion feels like a burning sensation in the chest, similar to a heart attack.",0
22,"Extreme indigestion feels like a sudden, sharp pain in the lower abdomen, similar to appendicitis.",0
22,"Extreme indigestion feels like a dull, constant ache in the stomach, similar to a stomach ulcer.",0
23,Measle,1
23,Chickenpox,0
23,Scabie,0
23,Ringworm,0
23,Impetigo,0
24,"The mucous membrane in the nasal cavity serves to filter, humidify, and warm the air we breathe.",1
24,The mucous membrane in the nasal cavity is responsible for producing mucus to trap dust particles and bacteria.,0
24,The mucous membrane in the nasal cavity is involved in the process of smelling and tasting.,0
24,The mucous membrane in the nasal cavity is responsible for producing tears.,0
24,The mucous membrane in the nasal cavity is involved in the process of speech production.,0
25,Cardiovascular disease is a group of disorders that affect the heart and blood vessels.,1
25,Cardiovascular disease is a condition caused by poor diet and lack of exercise.,0
25,Cardiovascular disease is a genetic disorder that affects only certain families.,0
25,Cardiovascular disease is a rare condition that only affects a small percentage of the population.,0
25,Cardiovascular disease is a mental health issue that can be treated with medication.,0
26,"Yes, Cleocin has anaerobic coverage.",1
26,"No, Cleocin does not have anaerobic coverage.",0
26,Cleocin is not effective against anaerobic bacteria.,0
26,Cleocin is only effective against aerobic bacteria.,0
26,Cleocin is a broad-spectrum antibiotic that covers both aerobic and anaerobic bacteria.,0
27,Laxatives are medications that help relieve constipation by stimulating bowel movements.,1
27,Laxatives are a type of medication that can cause severe side effects if taken for an extended period.,0
27,"Laxatives are a natural remedy for constipation, and can be found in over-the-counter products.",0
27,Laxatives are a type of medication that should only be used for short-term relief of constipation.,0
27,Laxatives are a type of medication that can be addictive if used for an extended period.,0
28,"The Lidoderm patch is used to treat nerve pain, such as post-herpetic neuralgia.",1
28,The Lidoderm patch is used to treat migraines.,0
28,The Lidoderm patch is used to treat muscle pain.,0
28,The Lidoderm patch is used to treat arthritis.,0
28,The Lidoderm patch is used to treat chronic back pain.,0
29,Carbamazepine is an anticonvulsant medication used to treat seizures and nerve pain.,1
29,"Carbamazepine can cause side effects such as dizziness, drowsiness, and nausea.",0
29,"Carbamazepine may interact with other medications, so it is essential to consult with a healthcare professional before starting treatment.",0
29,"Carbamazepine can cause skin rashes in some patients, which may be severe in rare cases.",0
29,Carbamazepine can increase the risk of suicidal thoughts and behaviors in some individuals.,0
30,"All the organ systems work together through a process called homeostasis, where they maintain a stable internal environment by regulating various functions such as temperature, pH, and blood sugar levels.",1
30,The organ systems work together by sharing nutrients and waste products through the circulatory system.,0
30,The organ systems collaborate by coordinating their activities through the nervous system.,0
30,The organ systems interact by exchanging signals and information through the endocrine system.,0
30,The organ systems function as a team by utilizing the respiratory system to provide oxygen and remove carbon dioxide.,0
31,Poor oral hygiene and plaque buildup can cause black spots between teeth.,1
31,Consuming dark-colored foods and beverages can stain teeth.,0
31,Smoking can cause discoloration of teeth.,0
31,Using toothpaste with whitening agents can lead to temporary discoloration.,0
31,"Fluorosis, a condition caused by excessive fluoride exposure, can result in white or brown spots on teeth.",0
32,Reishi mushroom is a medicinal fungus that has been used in traditional Chinese medicine for its immune-boosting and anti-inflammatory properties.,1
32,Reishi mushroom is a type of mushroom that is commonly used in Asian cuisine.,0
32,Reishi mushroom is a poisonous mushroom that should be avoided.,0
32,Reishi mushroom is a mushroom that grows exclusively in tropical rainforests.,0
32,Reishi mushroom is a mushroom that is only found in the United States.,0
33,"Industrial hemp is a variety of the Cannabis sativa plant species that is grown for its fiber, seeds, and oil, and is not used for recreational purposes.",1
33,Industrial hemp is a type of marijuana plant that is used for medicinal purposes.,0
33,"Industrial hemp is a strain of cannabis that is bred for its high THC content, making it suitable for recreational use.",0
33,"Industrial hemp is a type of cannabis plant that is grown for its psychoactive properties, similar to marijuana.",0
33,"Industrial hemp is a strain of cannabis that is bred for its low THC content, making it unsuitable for recreational use.",0
34,"Marie Charcot disease is a rare genetic disorder characterized by progressive muscle weakness and atrophy, primarily affecting the lower limbs.",1
34,Marie Charcot disease is a type of cancer that affects the nervous system.,0
34,Marie Charcot disease is a condition caused by a deficiency in vitamin C.,0
34,Marie Charcot disease is a neurological disorder that results from a traumatic brain injury.,0
34,Marie Charcot disease is a rare autoimmune disorder that affects the muscles and nerves.,0
35,A paternity test is a scientific procedure used to determine the biological father of a child.,1
35,A paternity test is a genetic test that compares the DNA of a child with that of the alleged father.,0
35,A paternity test is a legal procedure that confirms the biological relationship between a child and their father.,0
35,A paternity test is a medical procedure that determines the father of a child by examining the child's blood type.,0
35,A paternity test is a social procedure that involves a group of people deciding the father of a child based on their opinions.,0
36,"Hypnotic refers to a state of deep concentration or trance, in which a person is highly suggestible and can be influenced by the suggestions of a hypnotist.",1
36,Hypnotic is a type of music that puts people to sleep.,0
36,Hypnotic is a state of mind where people are easily manipulated by others.,0
36,Hypnotic is a magical power that allows people to control others' thoughts and actions.,0
36,Hypnotic is a psychological technique used to treat mental disorders.,0
37,Melatonin is produced by the pineal gland.,1
37,Melatonin is produced by the thyroid gland.,0
37,Melatonin is produced by the adrenal glands.,0
37,Melatonin is produced by the pancreas.,0
37,Melatonin is produced by the liver.,0
38,"Symptoms of tendon rupture in the shoulder include pain, weakness, and limited range of motion.",1
38,Symptoms of tendon rupture in the shoulder include numbness and tingling in the arm.,0
38,Symptoms of tendon rupture in the shoulder include swelling and bruising in the affected area.,0
38,Symptoms of tendon rupture in the shoulder include a sudden snap or tearing sensation during movement.,0
38,Symptoms of tendon rupture in the shoulder include a visible deformity or bulge in the affected area.,0
39,Adhesion molecules are proteins that play a crucial role in cell-to-cell interactions and tissue formation.,1
39,Adhesion molecules are proteins that help in the process of cell division.,0
39,Adhesion molecules are proteins that facilitate the transport of nutrients between cells.,0
39,Adhesion molecules are proteins that help in the immune response by binding to pathogens.,0
39,Adhesion molecules are proteins that regulate the activity of other proteins in the cell.,0
40,Laser treatment for broken capillaries costs around $200 to $500 per session.,1
40,Laser treatment for broken capillaries costs around $100 to $200 per session.,0
40,Laser treatment for broken capillaries costs around $300 to $400 per session.,0
40,Laser treatment for broken capillaries costs around $500 to $600 per session.,0
40,Laser treatment for broken capillaries costs around $700 to $800 per session.,0
41,"Hyperthyroidism symptoms include increased heart rate, weight loss, anxiety, and fatigue.",1
41,Hyperthyroidism is a condition caused by an overactive thyroid gland.,0
41,Hyperthyroidism is a rare disease that affects only a small percentage of the population.,0
41,Hyperthyroidism is a condition that only affects women.,0
41,Hyperthyroidism is a condition that only affects men.,0
42,"Greens powder is a nutrient-dense supplement that provides essential vitamins, minerals, and antioxidants.",1
42,Greens powder is a high-calorie food that can lead to weight gain.,0
42,Greens powder is a natural remedy for treating cancer.,0
42,"Greens powder is a source of caffeine, which can cause insomnia and anxiety.",0
42,"Greens powder is a substitute for fresh fruits and vegetables, so it is not necessary to consume them separately.",0
43,Malaria is contracted through the bite of an infected female Anopheles mosquito.,1
43,Malaria is transmitted through contact with contaminated water.,0
43,Malaria is spread through airborne particles from an infected person.,0
43,Malaria is contracted by sharing food with an infected person.,0
43,Malaria is transmitted through sexual contact with an infected person.,0
44,An eye is an organ that allows us to see and process visual information.,1
44,An eye is a part of the brain that helps us perceive our surroundings.,0
44,An eye is a specialized structure in the body that helps us detect colors.,0
44,An eye is a sensory organ that helps us recognize objects and their distances.,0
44,An eye is a part of the nervous system that enables us to see in low light conditions.,0
45,"CBG (Cannabigerol) is a non-psychoactive cannabinoid found in cannabis plants, which has potential therapeutic benefits.",1
45,CBG is a type of cannabinoid that causes hallucinations and altered perception.,0
45,CBG is a cannabinoid that is only found in hemp plants and has no therapeutic benefits.,0
45,CBG is a cannabinoid that is only found in marijuana plants and has no therapeutic benefits.,0
45,CBG is a cannabinoid that is only found in marijuana plants and causes hallucinations and altered perception.,0
46,"The major parts of the peripheral nervous system (PNS) include the somatic nervous system, the autonomic nervous system, and the enteric nervous system.",1
46,The PNS consists of only the somatic nervous system and the autonomic nervous system.,0
46,"The PNS is composed of the somatic nervous system, the autonomic nervous system, and the enteric nervous system, which are all interconnected.",0
46,"The PNS is made up of the somatic nervous system, the autonomic nervous system, and the enteric nervous system, which work together to control various bodily functions.",0
46,"The PNS is divided into the somatic nervous system, the autonomic nervous system, and the enteric nervous system, which are all responsible for different aspects of the body's functioning.",0
47,"Flagella and pili are composed of proteins called flagellin and pilin, respectively.",1
47,Flagella and pili are composed of a single type of protein called flagellin.,0
47,Flagella and pili are composed of a single type of protein called pilin.,0
47,Flagella and pili are composed of a mixture of proteins and other molecules.,0
47,Flagella and pili are composed of a single type of protein called flagellin and pilin.,0
48,"Dopamine is produced in the substantia nigra, a region of the brain involved in motor control and reward processing.",1
48,"Dopamine is produced in the hypothalamus, which regulates various bodily functions.",0
48,"Dopamine is produced in the cerebral cortex, which is responsible for higher cognitive functions.",0
48,"Dopamine is produced in the cerebellum, which is involved in motor coordination and balance.",0
48,"Dopamine is produced in the hippocampus, which is crucial for memory and learning.",0
49,Collagen peptides can improve digestion by promoting healthy gut bacteria and reducing inflammation.,1
49,Collagen peptides can only benefit digestion in people with specific gut issues.,0
49,Collagen peptides can negatively affect digestion by causing bloating and gas.,0
49,"Collagen peptides have no impact on digestion, as they are not absorbed by the body.",0
49,Collagen peptides can improve digestion by increasing the absorption of nutrients in the gut.,0
50,"Proteins are essential for building and repairing tissues, providing energy, and supporting various bodily functions.",1
50,Proteins are only important for athletes and bodybuilders.,0
50,"Proteins are not necessary for a healthy diet, as carbohydrates and fats provide enough energy.",0
50,"Proteins can be obtained solely from animal-based sources, such as meat and dairy products.",0
50,"Proteins can be obtained from plant-based sources, such as legumes and nuts, but they are not as effective as animal-based sources.",0
51,"Neurofibromatosis is a genetic disorder that affects the nervous system, causing tumors to grow on nerve tissue.",1
51,Neurofibromatosis is a rare condition that only affects a small percentage of the population.,0
51,Neurofibromatosis is a type of cancer that affects the brain and spinal cord.,0
51,Neurofibromatosis is a disorder that only affects children and is not inherited from parents.,0
51,Neurofibromatosis is a disorder that only affects adults and is not inherited from parents.,0
52,"Thermage is a non-invasive procedure that uses radiofrequency energy to tighten and smooth skin, with an average cost of $2,000 to $3,000 per session.",1
52,"Thermage is a surgical procedure that requires anesthesia and a recovery period, with an average cost of $5,000 to $7,000.",0
52,"Thermage is a topical cream that can be applied at home, with an average cost of $100 to $200 per tube.",0
52,"Thermage is a laser treatment that requires multiple sessions, with an average cost of $1,000 to $2,000 per session.",0
52,"Thermage is a dietary supplement that claims to improve skin health, with an average cost of $50 to $100 per bottle.",0
53,Salmonella poisoning typically lasts for 4 to 7 days.,1
53,Salmonella poisoning can last for up to 2 weeks.,0
53,Salmonella poisoning can be treated with antibiotics and lasts for a few days.,0
53,Salmonella poisoning can last for several months if left untreated.,0
53,Salmonella poisoning can be cured within a few hours with the right medication.,0
54,"The iron lung was used to provide mechanical ventilation for patients with polio, a disease that affected the respiratory muscles.",1
54,The iron lung was used to treat asthma patients.,0
54,The iron lung was used to help patients with severe lung diseases.,0
54,The iron lung was used to provide oxygen therapy for patients with chronic obstructive pulmonary disease (COPD).,0
54,The iron lung was used to treat patients with cystic fibrosis.,0
55,A nasal cannula can deliver up to 6 liters per minute of oxygen.,1
55,Nasal cannulas can only provide up to 4 liters per minute of oxygen.,0
55,Nasal cannulas are limited to delivering 8 liters per minute of oxygen.,0
55,Nasal cannulas can only provide up to 2 liters per minute of oxygen.,0
55,Nasal cannulas can deliver up to 10 liters per minute of oxygen.,0
56,"Streptomycin is used for treating bacterial infections, particularly in the treatment of tuberculosis.",1
56,"Streptomycin is used for treating viral infections, such as the common cold.",0
56,"Streptomycin is used for treating fungal infections, like athlete's foot.",0
56,"Streptomycin is used for treating parasitic infections, like malaria.",0
56,"Streptomycin is used for treating autoimmune diseases, such as rheumatoid arthritis.",0
57,"Cyclosporiasis is a parasitic infection caused by the Cyclospora cayetanensis protozoan, which is transmitted through contaminated food or water.",1
57,Cyclosporiasis is a bacterial infection that affects the respiratory system.,0
57,Cyclosporiasis is a viral infection that causes flu-like symptoms.,0
57,Cyclosporiasis is a fungal infection that affects the skin.,0
57,Cyclosporiasis is a genetic disorder that affects the immune system.,0
58,"A tummy tuck is a cosmetic surgery procedure that removes excess skin and fat from the abdominal area, resulting in a flatter and more toned appearance.",1
58,A tummy tuck is a weight loss surgery that helps individuals lose weight by removing excess skin and fat from the abdominal area.,0
58,"A tummy tuck is a procedure that involves the removal of excess skin and fat from the abdominal area, resulting in a flatter and more toned appearance.",0
58,"A tummy tuck is a surgery that involves the removal of excess skin and fat from the abdominal area, resulting in a flatter and more toned appearance.",0
58,"A tummy tuck is a procedure that involves the removal of excess skin and fat from the abdominal area, resulting in a flatter and more toned appearance.",0
59,Raw honey is used as a natural sweetener and has antioxidant and antibacterial properties.,1
59,Raw honey is used as a skin care product to treat acne and other skin conditions.,0
59,Raw honey is used as a natural remedy for coughs and colds.,0
59,Raw honey is used as a natural energy booster and can help with weight loss.,0
59,Raw honey is used as a natural preservative for food and beverages.,0
60,Armpits smell due to the presence of sweat glands and bacteria breaking down sweat.,1
60,Armpits smell because of the body's natural odor.,0
60,Armpits smell because of the presence of pheromones.,0
60,Armpits smell because of the body's inability to produce enough antibacterial agents.,0
60,Armpits smell because of the body's inability to produce enough deodorant.,0
61,"Intestinal infections are caused by bacteria, viruses, or parasites that enter the body and infect the intestines.",1
61,Intestinal infections are caused by consuming contaminated food.,0
61,Intestinal infections are caused by poor hygiene practices.,0
61,Intestinal infections are caused by a weak immune system.,0
61,Intestinal infections are caused by genetic factors.,0
62,RNA is a nucleic acid that carries genetic information and plays a crucial role in protein synthesis.,1
62,RNA is a type of protein that helps in the process of DNA replication.,0
62,RNA is a molecule that only exists in plants and is responsible for photosynthesis.,0
62,RNA is a type of sugar that is essential for cellular respiration.,0
62,RNA is a type of enzyme that helps in the process of cell division.,0
63,Bryophytes are a group of non-vascular plants that primarily grow in moist environments.,1
63,Bryophytes are a type of fern that thrive in damp conditions.,0
63,Bryophytes are a class of plants that reproduce through spores and do not have vascular tissues.,0
63,Bryophytes are a category of plants that grow in soil and require sunlight for photosynthesis.,0
63,Bryophytes are a type of moss that can be found in tropical rainforests.,0
64,The tooth can be saved if the broken part is still attached to the root.,1
64,The tooth can be saved if the broken part is still attached to the root.,0
64,The tooth can be saved if the broken part is still attached to the root.,0
64,The tooth can be saved if the broken part is still attached to the root.,0
64,The tooth can be saved if the broken part is still attached to the root.,0
65,Postnasal drip,1
65,Allergie,0
65,Asthma,0
65,GERD,0
65,Smoking,0
66,DNA is the hereditary genetic material.,1
66,RNA is the hereditary genetic material.,0
66,Proteins are the hereditary genetic material.,0
66,Chromosomes are the hereditary genetic material.,0
66,Genes are the hereditary genetic material.,0
67,A codon is a sequence of three nucleotides in DNA or RNA that codes for a specific amino acid during protein synthesis.,1
67,A codon is a sequence of four nucleotides in DNA or RNA that codes for a specific amino acid during protein synthesis.,0
67,A codon is a sequence of two nucleotides in DNA or RNA that codes for a specific amino acid during protein synthesis.,0
67,A codon is a sequence of five nucleotides in DNA or RNA that codes for a specific amino acid during protein synthesis.,0
67,A codon is a sequence of six nucleotides in DNA or RNA that codes for a specific amino acid during protein synthesis.,0
68,"Dandelion root tea is known for its diuretic properties, which help in flushing out toxins and excess water from the body.",1
68,"Dandelion root tea is a natural remedy for acne, as it helps to detoxify the skin and reduce inflammation.",0
68,Dandelion root tea is a powerful antioxidant that can help protect the body from free radical damage and reduce the risk of chronic diseases.,0
68,"Dandelion root tea is a natural remedy for anemia, as it is rich in iron and helps to increase hemoglobin levels in the blood.",0
68,"Dandelion root tea is a natural remedy for weight loss, as it aids in digestion and helps to suppress appetite.",0
69,Trachea,1
69,Lung,0
69,Heart,0
69,Stomach,0
69,Liver,0
70,"The pre-pen package insert contains important information about the pen, such as its features, usage instructions, and warranty details.",1
70,"The pre-pen package insert is a small booklet that comes with the pen, providing additional information about the product.",0
70,"The pre-pen package insert is a separate document that comes with the pen, providing additional details about the product.",0
70,"The pre-pen package insert is a pamphlet that comes with the pen, providing extra information about the product.",0
70,"The pre-pen package insert is a brochure that comes with the pen, providing supplementary information about the product.",0
71,Otalgia,1
71,Ear infection,0
71,Earwax buildup,0
71,Tinnitu,0
71,Ear piercing infection,0
72,"Tonsillitis in children is characterized by symptoms such as sore throat, difficulty swallowing, fever, and swollen tonsils.",1
72,Tonsillitis in children is caused by a bacterial infection.,0
72,Tonsillitis in children is treated with antibiotics.,0
72,Tonsillitis in children is a common condition that affects the tonsils.,0
72,Tonsillitis in children is a viral infection.,0
73,Gargling with salt water can help soothe sores in the mouth.,1
73,Using a mouthwash with alcohol can cause further irritation and worsen the sores.,0
73,Applying ice to the sores can help reduce pain and inflammation.,0
73,Eating spicy foods can cause more discomfort and prolong the healing process.,0
73,Using a tongue scraper can help prevent bad breath and promote healing.,0
74,A symporter is a type of protein that facilitates the transport of two or more different molecules across a cell membrane simultaneously.,1
74,A symporter is a type of protein that only transports one specific molecule across a cell membrane.,0
74,A symporter is a type of protein that transports molecules in a unidirectional manner across a cell membrane.,0
74,A symporter is a type of protein that transports molecules in a bidirectional manner across a cell membrane.,0
74,A symporter is a type of protein that transports molecules in a random manner across a cell membrane.,0
75,"Oxycontin is a time-release formulation of oxycodone, which provides extended pain relief compared to immediate-release oxycodone.",1
75,"Oxycontin is a stronger opioid than oxycodone, providing more pain relief but with a higher risk of side effects.",0
75,"Oxycontin is a brand name for oxycodone, while oxycodone is a generic drug.",0
75,"Oxycontin is a combination of oxycodone and acetaminophen, while oxycodone is a standalone pain reliever.",0
75,"Oxycontin is a synthetic opioid, while oxycodone is a natural opioid derived from the poppy plant.",0
76,Tetanus shots are generally safe and do not cause fever as a side effect.,1
76,Tetanus shots can cause fever as a side effect.,0
76,Tetanus shots are only effective against tetanus infections.,0
76,Tetanus shots can cause severe allergic reactions.,0
76,Tetanus shots are not recommended for children under the age of 12.,0
77,"Crossing over occurs during meiosis, when homologous chromosomes exchange genetic material.",1
77,"Crossing over occurs during mitosis, when sister chromatids separate and form new daughter cells.",0
77,"Crossing over occurs during DNA replication, when the genetic material is copied and distributed to daughter cells.",0
77,"Crossing over occurs during gene expression, when the genetic code is translated into proteins.",0
77,"Crossing over occurs during DNA transcription, when the genetic code is copied into RNA.",0
78,Breo is prescribed for the treatment of asthma and chronic obstructive pulmonary disease (COPD).,1
78,Breo is a medication used to treat allergies.,0
78,Breo is a medication used to treat high blood pressure.,0
78,Breo is a medication used to treat depression.,0
78,Breo is a medication used to treat diabetes.,0
79,"Heroin is used as a recreational drug, often for its euphoric effects.",1
79,Heroin is used as a painkiller for severe pain.,0
79,Heroin is used as a treatment for opioid addiction.,0
79,Heroin is used as a cure for cancer.,0
79,Heroin is used as a cure for HIV/AIDS.,0
80,"Notch signaling is a cell-to-cell communication mechanism that regulates cell differentiation, proliferation, and survival in various biological processes.",1
80,Notch signaling is a mechanism that only affects the nervous system.,0
80,Notch signaling is a process that only occurs in plants.,0
80,Notch signaling is a mechanism that only regulates cell proliferation.,0
80,Notch signaling is a process that only affects the immune system.,0
81,"In a nucleosome, the DNA is wrapped around a protein core called histone.",1
81,"In a nucleosome, the DNA is wrapped around a protein core called histone, which is then wrapped around a protein core called histone.",0
81,"In a nucleosome, the DNA is wrapped around a protein core called histone, which is then wrapped around a protein core called histone, which is then wrapped around a protein core called histone.",0
81,"In a nucleosome, the DNA is wrapped around a protein core called histone, which is then wrapped around a protein core called histone, which is then wrapped around a protein core called histone, which is then wrapped around a protein core called histone.",0
81,"In a nucleosome, the DNA is wrapped around a protein core called histone, which is then wrapped around a protein core called histone, which is then wrapped around a protein core called histone, which is then wrapped around a protein core called histone, which is then wrapped around a protein core called histone.",0
82,"The flu is a viral infection that affects the respiratory system, causing symptoms such as fever, cough, and fatigue.",1
82,"The flu is a bacterial infection that affects the respiratory system, causing symptoms such as fever, cough, and fatigue.",0
